Taxon,Replicate,n,span_min,dt_median,r,K,O2_0,sigma,acf_lag1,rho_ar1,durbin_watson,ljung_box_p,ljung_box_stat,n_eff,vif_analytic,L_nw_rule,L_nw_matched,se_r_naive,se_K_naive,se_r_nw_rule,se_K_nw_rule,se_r_nw_matched,se_K_nw_matched,se_r_gls,se_K_gls,rho_gls,r_gls,K_gls,vcov_corr_rK,ratio_r_gls,ratio_K_gls,ratio_r_nw_matched,ratio_K_nw_matched,ratio_r_nw_rule,rel_se_r_naive,rel_se_r_gls,rel_se_K_naive,rel_se_K_gls
Burkholderia,R3,112,111,1,0.02090622491207607,0.0014139412943838154,1.0016299171847716,0.001348467504366087,0.022178580157008843,0.022432419188046584,1.943613440976145,0.8659718233547459,5.358614981711115,107.0853848099683,1.0226897671804678,4,1,5.709962897606676e-5,5.892761425548978e-6,5.098344977706981e-5,5.334958885087046e-6,5.274717939557832e-5,5.640889954667039e-6,5.833518012097319e-5,6.021464900689984e-6,0.022472566578031022,0.020905768487620203,0.0014139821718690661,-0.9844497525703847,1.0216385144187943,1.0218409444819863,0.9237744682664617,0.9572574803741567,0.8928858329086422,0.00273122618819069,0.0027903258654448427,0.004167613923544823,0.004258638547871318
Burkholderia,R4,114,113,1,0.02075222150130871,0.00138522155435472,1.0009237899955028,0.0015885015104247647,0.10441206894303222,0.10520787654891603,1.780564887072979,0.394308357663233,10.541829172978554,92.29603248209281,1.1113757323504219,4,2,6.480706245865619e-5,6.682997785034887e-6,6.624715009369702e-5,7.015326462818678e-6,6.672544717525952e-5,7.105513775909166e-6,7.16527785244961e-5,7.394278789924086e-6,0.10536654180635159,0.020754811989892447,0.001384979160578616,-0.9845850271775524,1.105632253740974,1.1064314290933865,1.0296014761944683,1.0632225244515883,1.0222211527633975,0.0031228975873532003,0.003452776297707569,0.004824497398286614,0.005337975551043584
Burkholderia,R5,107,106,1,0.02204622666471412,0.00130514474048356,1.00076301873485,0.0013241803535256266,-0.06961452523271981,-0.0696229182996899,2.1388605021668092,0.0772171606364741,16.873203989035538,123.01426433345115,0.9326402448146031,4,1,6.748005769289283e-5,6.147764449087419e-6,6.25608484086781e-5,6.122954238679893e-6,5.688699632245501e-5,5.477087750182269e-6,6.313476021511628e-5,5.748924894146772e-6,-0.06962424582835586,0.022046246902184267,0.0013051460977909263,-0.9845353021271682,0.9356061979444008,0.9351244573139346,0.8430193788711964,0.8909072225425446,0.9271012881079258,0.003060843867712628,0.002863744493572046,0.0047104081703686395,0.0044048178840430975
Buttiauxella,R1,110,109.02,1,0.021649771272688655,0.001251887044945239,1.0029244224180582,0.0015689302227360055,-0.056658442888939786,-0.05674422503163541,2.1061731974600533,0.8198076494135098,5.945661760311722,123.23472364362517,0.9447780501161734,4,1,7.677222351886377e-5,6.9125413388801826e-6,7.424956352073335e-5,6.519262790129675e-6,8.25414527964455e-5,7.2200386296680114e-6,7.271578813493124e-5,6.544666028459265e-6,-0.05676148077672408,0.021649704440569573,0.0012519047695819159,-0.9846704323869552,0.9471627211248373,0.9467814668460973,1.075147351648141,1.044483971337471,0.9671409803897294,0.003546098596233785,0.003358732395785758,0.005521697318293246,0.005227840686493841
Buttiauxella,R2,101,100,1,0.02444709978164981,0.00154856277118677,1.0017197717617223,0.0014962109739542282,-0.09895212175945985,-0.10190656511315906,2.168908863456311,0.24002665670645207,12.715325510977472,123.92091819539004,0.9027934002201473,4,1,6.992697547418424e-5,7.193794032654104e-6,5.7246593706286994e-5,5.962626789420928e-6,6.453272330042574e-5,6.669761983455878e-6,6.341512060147596e-5,6.517678281198595e-6,-0.10239623967732675,0.024450336069153127,0.0015482840193253079,-0.9851116440257097,0.9068763545319884,0.9060140242566744,0.9228587803608072,0.9271549829172844,0.8186625164050086,0.002860338285471064,0.0025939731570562763,0.004645464921735789,0.004208856368285059
Buttiauxella,R3,103,102,1,0.02162603228910582,0.0015003092573743699,1.000408943748628,0.0012571737495604785,0.1804010424517715,0.18065634193583857,1.636726613624198,0.5721526042004985,8.582264752612382,71.47922200818942,1.2004075102530631,4,2,6.588881701550159e-5,6.570617323078222e-6,7.863977136626191e-5,8.308941729841651e-6,8.091291839655322e-5,8.560239409218263e-6,7.822877306019497e-5,7.813875532928592e-6,0.1807245673192963,0.02162836093846252,0.0015000941634404224,-0.9837987672094297,1.1872845287507616,1.1892148254447306,1.2280220234871866,1.3028059599745396,1.193522283876495,0.0030467362729636395,0.003617342840073487,0.0043795086184945575,0.005208176577276699
Buttiauxella,R4,109,108,1,0.01862887955508459,0.00214837784846517,1.0021453011094312,0.0016741938574149386,-0.2507044894115627,-0.25093461798094446,2.4971361451485476,0.3063399134932161,11.689990675724026,182.02933499929685,0.7738246460220337,4,1,5.913634153799928e-5,8.794013067297757e-6,3.82708297366376e-5,5.605771097706687e-6,5.048130510037931e-5,7.254782142222598e-6,4.619059201249929e-5,6.85978589070539e-6,-0.25101314247185974,0.018626635709700957,0.002148704874842405,-0.9826675969108174,0.781086398163785,0.7800518191421427,0.8536426804140648,0.8249683150006807,0.6471626201638782,0.003174444354698645,0.0024795153071829256,0.004093327006504148,0.0031930071777672223
Buttiauxella,R5,110,109,1,0.02164406270204685,0.0014995347831487495,1.0015444502813484,0.001476992951985741,-0.01244679110425166,-0.012449344702990632,2.0244940632373387,0.4427679801414288,9.974106165771198,112.77338263102484,0.987627192547342,4,1,6.038609712220746e-5,6.510629684912618e-6,4.4998283709775764e-5,5.083157072788711e-6,5.1618613356302386e-5,5.6774037588106075e-6,5.9673811666878676e-5,6.4332232110981255e-6,-0.012449685416008613,0.021644049824226567,0.001499535432578398,-0.984659430389674,0.9882044793541255,0.9881107546334772,0.8548095640597252,0.8720206851830502,0.7451762219159431,0.002789961291162626,0.002757052245151526,0.004341766365193266,0.004290146039553367
Chromobacterium,R1,88,87.01000000000002,1,0.025226171248009494,0.001462076854696663,1.0009404119094514,0.001186274977477635,-0.04700409313158017,-0.047007407369162625,2.0927552779691103,0.9296347947386419,4.360266998330951,96.68139349764859,0.954047252937917,3,1,9.50970274237782e-5,7.881921149755207e-6,7.840707058168521e-5,6.904392181854741e-6,8.363665399996129e-5,7.175353193082056e-6,9.096680732013889e-5,7.536585469903399e-6,-0.047012098446620444,0.025225814645511133,0.0014621071866271046,-0.9837177177242828,0.956568357439461,0.9561863569438863,0.8794875745931955,0.9103558709547487,0.8244954937685065,0.0037697764947695724,0.003606048909515619,0.005390907546642252,0.005154712247645158
Chromobacterium,R2,98,97.01000000000002,1,0.026253420216045296,0.0011788058997616044,1.0001577615015629,0.001281560800509368,0.1562047188689844,0.15667680373110604,1.6792695475853228,0.2579414892712496,12.419817115159825,71.45096449393684,1.1711404735572735,3,2,8.013332847677158e-5,6.136733055076408e-6,9.004515265308608e-5,7.238376057235484e-6,8.582799712231155e-5,6.865546600493075e-6,9.292997291716406e-5,7.130101450783083e-6,0.15686031153947014,0.026249297138598696,0.0011791063043073019,-0.9856445891744118,1.1596919120126388,1.1618725120990794,1.0710649208486416,1.1187624651220214,1.1236916569512978,0.003052300531410247,0.0035397282393083425,0.005205889329462525,0.0060485797129324155
Chromobacterium,R3,100,99.01000000000002,1,0.026373880493910137,0.0011597839428399946,1.001771647966302,0.0013574015460009802,0.046770945129913234,0.048731431153319356,1.8642088142459934,0.9595460945255924,3.7083540880693766,90.70659470943328,1.0499788921339672,4,1,7.911550190735945e-5,6.113041799714375e-6,7.53944895012988e-5,5.558261790531864e-6,8.322291942544959e-5,6.032165391920136e-6,8.287494992132994e-5,6.407070856055183e-6,0.049049394246239275,0.026371785573345533,0.0011599140734441327,-0.9859732898504557,1.0475184751829374,1.0480986497351523,1.0519167219958956,0.9867698585345813,0.9529673412118679,0.0029997672100481243,0.0031423115737733848,0.005270845347923341,0.005524365892121263
Chromobacterium,R4,100,99.01000000000002,1,0.023193495639002703,0.0016979271530389664,1.000423897545015,0.0013228100676515534,-0.003740118930215702,-0.003838506159593371,1.962126327704742,0.6370173661849166,7.916249524153248,100.77065941282173,0.9961688327077507,4,1,6.27401898015222e-5,6.925093113240848e-6,6.981104729118974e-5,6.897881572173017e-6,7.442466847127507e-5,7.91471077881202e-6,6.25108237916198e-5,6.899493016986242e-6,-0.003864078656470418,0.0231936639403471,0.0016979099593405261,-0.9843075970140285,0.996344193241557,0.996303284903757,1.186235947113271,1.1429031565913552,1.1127006072508883,0.002705076922342697,0.0026951876838478884,0.004078557257798869,0.004063479993613073
Chromobacterium,R5,118,117.01000000000002,1,0.024926014888548828,0.0012159932372973732,1.00006383668923,0.0014544847430613896,0.021379610891262273,0.021380006175521913,1.9520699329846227,0.8118742410648156,6.040203958106942,113.05993711751191,1.021613525017789,4,1,4.499519835163979e-5,4.400674628026315e-6,4.3377235361309525e-5,4.4265757424084e-6,4.3106723689446406e-5,4.297931023041237e-6,4.592206909247688e-5,4.492137005101047e-6,0.021384223482767216,0.024925917123129433,0.0012160039857058902,-0.9874368339189209,1.0205993255901118,1.0207837172265,0.9580294179962302,0.9766527603902501,0.9640414299835772,0.0018051501033288268,0.0018423349780463212,0.003618995972220298,0.0036942121611507673
