r_true,K_true,R_true,noise_sd,dt,duration,converged,r_est,K_est,R_est,O2_0_est,pseudo_R2
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010000638127893481,0.0019957017598027345,1.9957017598027343e-12,0.9997142220860527,0.9997510154542395
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010232287024235339,0.001963524095056149,1.963524095056149e-12,0.9985995602877988,0.9997963779468588
0.01,0.002,2e-12,0.002,1,120,TRUE,0.01005183361339561,0.001992631054359083,1.992631054359083e-12,0.9998371267603793,0.9997795543506134
0.01,0.002,2e-12,0.002,1,120,TRUE,0.01012551684653715,0.0019846008737749833,1.9846008737749834e-12,0.9995169593588156,0.9997997896130147
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009983136156770754,0.002001820969128342,2.001820969128342e-12,0.999969256119588,0.9998055462816857
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010042881426799533,0.0019949100469570363,1.9949100469570364e-12,0.9997086135279806,0.9997195441987761
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009814419910200543,0.0020262396983099476,2.0262396983099475e-12,1.0009222668406068,0.9998623953163819
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009990598320951118,0.0020009997890347376,2.0009997890347374e-12,0.9999334170219182,0.9998037297154827
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009946699932929388,0.002008889858567986,2.008889858567986e-12,1.000290128439121,0.9997774973300695
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009908546480839487,0.00201489259925435,2.01489259925435e-12,1.0007033549231354,0.9997496177896076
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009870098617110199,0.0020183177355524292,2.0183177355524292e-12,1.0005460110848838,0.9997704332417705
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009954988761079682,0.0020079989086140104,2.0079989086140106e-12,1.0004776346160658,0.9997680663093774
0.01,0.002,2e-12,0.002,1,120,TRUE,0.00997658247860267,0.002005195931172954,2.0051959311729537e-12,1.0003258874188083,0.9997864124192477
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010023919824163435,0.001996470311305477,1.996470311305477e-12,1.0001536428168525,0.9997639778616619
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009867309370796391,0.0020211406097834926,2.0211406097834928e-12,1.000559028222605,0.9997490816502534
0.01,0.002,2e-12,0.002,1,120,TRUE,0.01017398943099067,0.0019737325143084636,1.9737325143084637e-12,0.9990175226722138,0.999755616124772
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009832114807689432,0.0020265105813843916,2.0265105813843916e-12,1.000809842950166,0.9997467943422063
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010055853005261859,0.0019871950299288083,1.9871950299288084e-12,0.9996349217720041,0.9998073235014014
0.01,0.002,2e-12,0.002,1,120,TRUE,0.01004048049987908,0.001999359990034734,1.999359990034734e-12,1.00025279031894,0.9998247029315922
0.01,0.002,2e-12,0.002,1,120,TRUE,0.00993968963611513,0.002010034210863931,2.010034210863931e-12,1.0002932290001167,0.9997898276141055
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009912579973518508,0.0020070973891712957,2.0070973891712957e-12,0.9996778643094915,0.999798274208917
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009929235892043255,0.0020098086017475212,2.009808601747521e-12,1.0001567388776464,0.9997919409650936
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009836021599079656,0.0020257253223342465,2.0257253223342463e-12,1.0009976282945678,0.9998020331108021
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010050162777348931,0.0019868067271390888,1.986806727139089e-12,0.9992823620459195,0.9998278716577113
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010035582642260487,0.001999463608991054,1.9994636089910543e-12,1.0002831471033942,0.9998002383864681
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010075401984344524,0.001990980124945772,1.9909801249457717e-12,1.0000431700712313,0.9997814444865348
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009965610567198165,0.0020007807707715635,2.0007807707715637e-12,0.9996190720600958,0.9997559276548819
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010158294579941617,0.001979707490224267,1.979707490224267e-12,0.9994985800378731,0.9997674265178734
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009972119297908071,0.0020004243298124276,2.0004243298124275e-12,1.0000363529260559,0.9997829762396423
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009847304785820507,0.0020181553732128623,2.0181553732128623e-12,1.0000374231814455,0.9997589439487171
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010016079801942808,0.0019966829200479363,1.9966829200479362e-12,0.9996397060200168,0.9997670014804236
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010072489119391681,0.0019907400030720382,1.990740003072038e-12,0.9997356863861738,0.9997662385708155
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010065010300953884,0.0019931662399113115,1.9931662399113114e-12,1.0004408129905908,0.9997737363542252
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010083984263916825,0.0019897767349088824,1.9897767349088823e-12,0.9999296118650085,0.9997487457115554
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009925306876319283,0.002006982522090379,2.006982522090379e-12,1.0001523894198998,0.9997569545284339
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010070672206689035,0.001990689002701471,1.990689002701471e-12,0.9996541539531693,0.9998057422584052
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010017276162622126,0.001995798890499898,1.995798890499898e-12,0.9998773710807134,0.9997771163119642
0.01,0.002,2e-12,0.002,1,120,TRUE,0.009965783968386542,0.002009196464776142,2.009196464776142e-12,1.0003810611288486,0.9997214693404204
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010080726721274904,0.001987006741255262,1.987006741255262e-12,0.9994949724022227,0.9997439313159198
0.01,0.002,2e-12,0.002,1,120,TRUE,0.010013579673110598,0.0019994388846573115,1.9994388846573114e-12,0.99991192064215,0.999787995830471
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009961210954786621,0.0020074934986310726,2.0074934986310726e-12,1.0002275071244262,0.9998734391548728
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010022833274923695,0.0019930186801382197,1.9930186801382197e-12,0.99950264555953,0.9998734988506369
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009950451290903297,0.0020105924526061763,2.0105924526061763e-12,1.0004387146749019,0.9998744246283288
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009957244452957736,0.002008936398079006,2.0089363980790064e-12,1.0003512741577014,0.9998772948466366
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010026611435584766,0.001996761259833751,1.996761259833751e-12,0.9997329491435056,0.9998667355070026
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009951157563720156,0.0020070750036057967,2.007075003605797e-12,1.000232189274426,0.9998601491445026
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009951481987742917,0.002006232474888459,2.006232474888459e-12,0.9999949436629288,0.9998876040317813
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010065381651803085,0.001990434378887543,1.990434378887543e-12,1.0000576316631997,0.9998829636611395
0.01,0.002,2e-12,0.002,1,180,TRUE,0.01002362806838867,0.001995609466971004,1.995609466971004e-12,0.999900848408671,0.9998680692014579
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010079792640398778,0.0019841541480725778,1.9841541480725776e-12,0.999331528473318,0.9998690354723945
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009941544002495886,0.0020095734966333522,2.009573496633352e-12,1.0001994839720607,0.9998629385447221
0.01,0.002,2e-12,0.002,1,180,TRUE,0.00999226774753996,0.0020012957156404694,2.0012957156404695e-12,1.000178811344807,0.999869799649344
0.01,0.002,2e-12,0.002,1,180,TRUE,0.00999583302616935,0.001999160061049061,1.999160061049061e-12,0.9997428300847097,0.9998507655837183
0.01,0.002,2e-12,0.002,1,180,TRUE,0.00991716942370721,0.002013602810734039,2.013602810734039e-12,1.0005107892748388,0.9998731350857576
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009953148221518257,0.002009059540004307,2.009059540004307e-12,1.000635393288932,0.9998869428631852
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009966106544913988,0.002007275187467517,2.007275187467517e-12,1.000446539046471,0.9998722339719744
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010015857854163925,0.001997311224241113,1.997311224241113e-12,1.000009698714519,0.9998481946420595
0.01,0.002,2e-12,0.002,1,180,TRUE,0.00995106534221607,0.0020095458963497706,2.009545896349771e-12,1.0002174674745705,0.9998743549206823
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010045097509802207,0.0019915137295295703,1.9915137295295703e-12,0.9995700638092782,0.9998551292482485
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010064748113328912,0.0019887756747088807,1.9887756747088808e-12,0.9997082466180571,0.9998817164902455
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009995413538668466,0.002002919580235429,2.0029195802354287e-12,1.0000441450716548,0.9998757346235111
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010009531423903454,0.0020022765532862496,2.0022765532862495e-12,1.0004827507032716,0.9998412914238552
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009887135137526556,0.002017204983807846,2.0172049838078458e-12,1.0002097034362272,0.9998690673167013
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009984821035551693,0.0020006075674717768,2.000607567471777e-12,0.9996961862333503,0.9998684885823907
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009952245518288537,0.0020058633592798356,2.0058633592798356e-12,1.000150509013138,0.9998755078753792
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009966359218813607,0.0020048767605010723,2.0048767605010724e-12,0.9998798879515114,0.999874665710436
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009993401575163008,0.002003163938992544,2.003163938992544e-12,1.0000168758761787,0.999853307972594
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010002382548486326,0.0020016638636605228,2.0016638636605227e-12,1.0006199676589602,0.9998759429345142
0.01,0.002,2e-12,0.002,1,180,TRUE,0.00996105763512832,0.002009044363773748,2.009044363773748e-12,1.0005132892635846,0.9998553202314906
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010074322403316625,0.001988793882816077,1.988793882816077e-12,0.9998150372662722,0.9998826861424123
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010050689183864602,0.00199056205967235,1.99056205967235e-12,0.9996065257083445,0.999872869007872
0.01,0.002,2e-12,0.002,1,180,TRUE,0.01003162600918062,0.001995139815708371,1.995139815708371e-12,0.9998363564130008,0.9998557875826682
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010035546576564556,0.001993344994591809,1.993344994591809e-12,0.9995798197393134,0.999871198709469
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009987295888282708,0.002005594677983033,2.005594677983033e-12,1.0006915634333104,0.9998714549170892
0.01,0.002,2e-12,0.002,1,180,TRUE,0.01000043793287832,0.0019990696621336726,1.9990696621336726e-12,1.0001565924373912,0.9998661714461413
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010022674271647651,0.0019936425256589277,1.993642525658928e-12,0.9994342692579485,0.9998797762318631
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009978488889643073,0.0020006824994346414,2.000682499434641e-12,0.9999174749589893,0.9998495751358353
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010008496474155108,0.0019998229327680434,1.9998229327680434e-12,1.0000840551895158,0.9998819819490724
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009912263874586207,0.0020156484437028398,2.0156484437028397e-12,1.0005230888533456,0.9998603270358488
0.01,0.002,2e-12,0.002,1,180,TRUE,0.01002001141011915,0.001995802696232002,1.9958026962320017e-12,0.9997247362795838,0.999868590067953
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010053732690101303,0.001990704230080499,1.9907042300804993e-12,0.9997953827100595,0.9998651651602333
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009969973239364147,0.0020037406947893987,2.0037406947893988e-12,0.9999612819817547,0.9998665882896121
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010089608152218344,0.0019844646024647517,1.984464602464752e-12,0.9997158258490941,0.9998675438272924
0.01,0.002,2e-12,0.002,1,180,TRUE,0.01002636721512943,0.001996359516608443,1.9963595166084432e-12,1.0000477721495908,0.9998608706781098
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010107059227037484,0.0019823213215645345,1.9823213215645347e-12,0.9994569224295422,0.9998743782637516
0.01,0.002,2e-12,0.002,1,180,TRUE,0.00995738215160263,0.0020094511899910535,2.0094511899910536e-12,1.0004426684751337,0.9998782989513275
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009995048470858628,0.0019985429976868006,1.9985429976868005e-12,0.9995560019977694,0.9998836557316851
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009963016468614893,0.002004830749555833,2.004830749555833e-12,0.999928820842569,0.9998691426578437
0.01,0.002,2e-12,0.002,1,180,TRUE,0.009998677286176585,0.0019990876743113616,1.9990876743113616e-12,0.9998562333162928,0.9998587464528037
0.01,0.002,2e-12,0.002,1,180,TRUE,0.010025606586086455,0.0019943043335421246,1.9943043335421247e-12,0.9998278828684116,0.9998473820245521
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010310876013080684,0.0019748530840680537,1.974853084068054e-12,0.9989532640246391,0.9982668670517761
0.01,0.002,2e-12,0.002,3,60,TRUE,0.0102715150460671,0.0020073598304685774,2.0073598304685774e-12,0.999772382518448,0.9986113788384058
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009821004384659595,0.002000024099547283,2.000024099547283e-12,0.9995115438959371,0.9985401957738783
0.01,0.002,2e-12,0.002,3,60,TRUE,0.011207514789275798,0.0019044954731193943,1.9044954731193944e-12,0.9976891506199378,0.9986549320971728
0.01,0.002,2e-12,0.002,3,60,TRUE,0.00990451509728772,0.001999447720311678,1.999447720311678e-12,0.9993586201919364,0.9990109060289631
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010210045233780546,0.001982846610438717,1.982846610438717e-12,0.9996913652372619,0.9987328989075691
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009733637466423424,0.00199443315109067,1.9944331510906698e-12,0.9995608810206881,0.9972914288862565
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010026246304500766,0.002009466875413127,2.009466875413127e-12,1.0003501962244101,0.9985769166678953
0.01,0.002,2e-12,0.002,3,60,TRUE,0.008090901457013779,0.0020926783639474856,2.0926783639474855e-12,0.9998300666692169,0.9984968280272299
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010456517114024667,0.0019948769648556936,1.9948769648556936e-12,1.0000610582464355,0.999462173825416
0.01,0.002,2e-12,0.002,3,60,TRUE,0.011558734551922141,0.0018966358842156267,1.896635884215627e-12,0.9995824738286896,0.9989506690313364
0.01,0.002,2e-12,0.002,3,60,TRUE,0.00874312907036318,0.0020764581854304607,2.0764581854304607e-12,1.0003888760391397,0.9992463432950317
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010917431085806785,0.0019758015837663227,1.9758015837663226e-12,1.0004287128756035,0.9992060465916746
0.01,0.002,2e-12,0.002,3,60,TRUE,0.00917892744311297,0.0020621480896947895,2.0621480896947894e-12,1.0009731299531428,0.9987691746570223
0.01,0.002,2e-12,0.002,3,60,TRUE,0.008464383542432835,0.0021030149480652616,2.1030149480652617e-12,1.0011597890931345,0.9990398226352928
0.01,0.002,2e-12,0.002,3,60,TRUE,0.008587568653759377,0.0020839506894660617,2.0839506894660615e-12,1.0013566857878426,0.9987858632932517
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009499617407887842,0.0020450427779271866,2.0450427779271865e-12,1.0004235150771663,0.9984718706316057
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009492470483402285,0.0020421740061841794,2.0421740061841794e-12,1.0009363305685262,0.9984203490629832
0.01,0.002,2e-12,0.002,3,60,TRUE,0.01178392038605158,0.0018800198211701281,1.880019821170128e-12,0.998033389414366,0.9991901098706384
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010260563666724305,0.001958367913243141,1.9583679132431413e-12,0.9990318343470521,0.9990240371096328
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010678018069054052,0.0019427470764223924,1.9427470764223923e-12,0.9985749513293736,0.9984417231590383
0.01,0.002,2e-12,0.002,3,60,TRUE,0.008830733229356092,0.00210262092978663,2.10262092978663e-12,1.0015950339573845,0.9984758106351254
0.01,0.002,2e-12,0.002,3,60,TRUE,0.011715451777707223,0.0018862784883923965,1.8862784883923965e-12,0.9982439697703702,0.9982767953358298
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009804660318728006,0.001990971713412491,1.990971713412491e-12,0.9993742968593982,0.9983004215825387
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009385359185785471,0.0020644843543385374,2.0644843543385375e-12,1.000856534796015,0.9988356585596802
0.01,0.002,2e-12,0.002,3,60,TRUE,0.0076421618865430575,0.0021400208170269377,2.140020817026938e-12,1.0012044178118025,0.9988560938770089
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010606540338429282,0.0019909681428768055,1.9909681428768053e-12,1.0010176044706407,0.9986993471873894
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010724309218803784,0.0019774058920085727,1.9774058920085728e-12,0.9995750609530458,0.9987345505335468
0.01,0.002,2e-12,0.002,3,60,TRUE,0.007780133011141286,0.002091713166584147,2.091713166584147e-12,0.9997969277709055,0.9983996807487293
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010717597349279434,0.0019630121140779603,1.9630121140779603e-12,0.9997651274207128,0.9979135222864045
0.01,0.002,2e-12,0.002,3,60,TRUE,0.009778066903725955,0.002024399614414613,2.024399614414613e-12,0.999981538151282,0.9986408103026724
0.01,0.002,2e-12,0.002,3,60,TRUE,0.008184880704709085,0.0020915133419696108,2.091513341969611e-12,0.9999861434676148,0.9982973277635575
0.01,0.002,2e-12,0.002,3,60,TRUE,0.008074471122872186,0.00214071174152466,2.1407117415246597e-12,1.0016477708906482,0.9979430171140052
0.01,0.002,2e-12,0.002,3,60,TRUE,0.011141708187614929,0.001912787883717547,1.912787883717547e-12,0.9992470943123002,0.998001389705269
0.01,0.002,2e-12,0.002,3,60,TRUE,0.01031322662605042,0.0019656143381499556,1.9656143381499558e-12,0.999027343808552,0.9985153244982217
0.01,0.002,2e-12,0.002,3,60,TRUE,0.012159024217564348,0.001867720013105671,1.867720013105671e-12,0.9979459818663085,0.9986747731241186
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010006947679835836,0.002004246710570993,2.004246710570993e-12,1.0003069877563242,0.9983020056421313
0.01,0.002,2e-12,0.002,3,60,TRUE,0.010273489331615952,0.001958546907843759,1.9585469078437593e-12,0.9990011328031634,0.9985019272984538
